UAI;nom_etablissement;type;nature;type_contrat_brut;statut_contrat;adresse;code_postal;ville;code_dept;departement;region;telephone;email;site_web;siret;OPCO_probable;contact_decisionnaire;fonction_contact;profil_pedagogique_notes;etat
0754242D;Ecole privée Marbeuf Esthétique Elysées;Lycée;LYCEE PROFESSIONNEL;HORS CONTRAT;Hors contrat;64 rue de la Boétie;75008;Paris  8e  Arrondissement;075;Paris;Ile-de-France;0153238700;info@elysees-marbeuf.fr;;80533285500024;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0754915K;Section d'enseignement professionnel du Lycée polyvalent privé Saint Nicolas;Lycée;SECTION D ENSEIGNEMENT PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;92 rue de Vaugirard;75006;Paris  6e  Arrondissement;075;Paris;Ile-de-France;0142228360;ce.0754915K@ac-paris.fr;;;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0754916L;Section d'enseignement professionnel du Lycée polyvalent privé Carcado Saisseval;Lycée;SECTION D ENSEIGNEMENT PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;121 boulevard Raspail;75006;Paris  6e  Arrondissement;075;Paris;Ile-de-France;0145484346;ce.0754916L@ac-paris.fr;;;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0754919P;Section d'enseignement professionnel du Lycée polyvalent privé Le Rebours;Lycée;SECTION D ENSEIGNEMENT PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;44 boulevard Auguste-Blanqui;75013;Paris 13e  Arrondissement;075;Paris;Ile-de-France;0155432888;ce.0754919P@ac-paris.fr;;;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0754971W;Ecole générale et technologique privée Cours Progress;Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;41 rue Saint Sabin;75011;Paris 11e  Arrondissement;075;Paris;Ile-de-France;0144541600;d.jorno@ecoleprogress.com;;40178738700067;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755367B;Cours Diagonale;Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;21 rue du Val de Grace;75005;Paris  5e  Arrondissement;075;Paris;Ile-de-France;0144270761;diagonale.eha@free.fr;;37959796600058;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755748R;Institut Supérieur des Ressources Informatiques;Lycée;LYCEE POLYVALENT;HORS CONTRAT;Hors contrat;6-8 impasse des deux Cousins;75017;Paris 17e  Arrondissement;075;Paris;Ile-de-France;0144018670;contact@ecoleiris.fr;;32800778600077;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755848Z;Collège privé ICS Paris;Collège;COLLEGE;HORS CONTRAT;Hors contrat;23 rue de Cronstadt;75015;Paris 15e  Arrondissement;075;Paris;Ile-de-France;;victorhugo@eibparis.fr;;58206705400020;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755849A;Lycée privé ICS;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;HORS CONTRAT;Hors contrat;23 rue de Cronstadt;75015;Paris 15e  Arrondissement;075;Paris;Ile-de-France;0156566070;victorhugo@eibparis.fr;;58206705400020;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0755943C;Ecole d'Esthétique et de Parfurmerie Silvya Terrade;Lycée;LYCEE PROFESSIONNEL;HORS CONTRAT;Hors contrat;6 rue Paul Baudry;75008;Paris  8e  Arrondissement;075;Paris;Ile-de-France;0142659977;contact-paris@groupe-terrade.com;;52265980400028;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756125A;Lycée général privé Beth Aaron;Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;48 quai de la Marne;75019;Paris 19e  Arrondissement;075;Paris;Ile-de-France;0617163300;gottfarstein@hotmail.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756204L;Collège privé Cours Molière;Collège;COLLEGE;HORS CONTRAT;Hors contrat;2 boulevard Soult;75012;Paris 12e  Arrondissement;075;Paris;Ile-de-France;0143434496;coursmoliere@orange.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756262Z;Institut de formation avancée aux métiers de la santé;Lycée;LYCEE D ENSEIGNEMENT TECHNOLOGIQUE;HORS CONTRAT;Hors contrat;25 rue Ginoux;75015;Paris 15e  Arrondissement;075;Paris;Ile-de-France;0660834642;l.negri@ifams.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756273L;Ecole Secondaire Privée Maigret;Collège;COLLEGE;HORS CONTRAT;Hors contrat;24 rue de l'Ingénieur Robert Keller;75015;Paris 15e  Arrondissement;075;Paris;Ile-de-France;0145778532;ecole.maigret15@gmail.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756278S;Collège privé Cours Montaigne;Collège;COLLEGE;HORS CONTRAT;Hors contrat;1 rue Dupin;75006;Paris  6e  Arrondissement;075;Paris;Ile-de-France;0142221906;coursmontaigne.paris@orange.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756282W;Collège privé BETH SEFER YAD MORDEKHAI;Collège;COLLEGE;HORS CONTRAT;Hors contrat;32 boulevard Flandrin;75016;Paris 16e  Arrondissement;075;Paris;Ile-de-France;0153012610;yad.academique@gmail.com;;34081749300034;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756773E;Ecole secondaire privéee Collège Mayanot;Lycée;ECOLE SECONDAIRE SPECIALISEE (2 D CYCLE);HORS CONTRAT;Hors contrat;16 rue Pétrarque;75016;Paris 16e  Arrondissement;075;Paris;Ile-de-France;0178097198;haya.attal@beth-rivkah.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0756801K;ECS Cerene;Collège;COLLEGE;HORS CONTRAT;Hors contrat;118 rue de Saussure;75017;Paris 17e  Arrondissement;075;Paris;Ile-de-France;0675070298;cerene@cerene-education.fr;;50830344300032;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0772150U;Ecole secondaire privée Ecole de la Neuville;Collège;COLLEGE;HORS CONTRAT;Hors contrat;1 rue du Château Tachy;77650;Chalmaison;077;Seine-et-Marne;Ile-de-France;0164088717;ce.0772150U@ac-creteil.fr;;81252956800014;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0772866X;Lycée professionnel privé ICAM;Lycée;LYCEE PROFESSIONNEL;HORS CONTRAT;Hors contrat;34 voie Points de Vue;77127;Lieusaint;077;Seine-et-Marne;Ile-de-France;0181141000;ce.0772866X@ac-creteil.fr;;78876923000020;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0773021R;Collège Montessori Here and Now;Collège;COLLEGE;HORS CONTRAT;Hors contrat;1 route de Férolles;77170;Brie-Comte-Robert;077;Seine-et-Marne;Ile-de-France;0687341113;montessori.hn77@gmail.com;;81473332500017;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0780812J;Ecole générale et technologique privée British School of Paris;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;HORS CONTRAT;Hors contrat;38 quai de l'Ecluse;78290;Croissy-sur-Seine;078;Yvelines;Ile-de-France;0134804590;finance@britishschool.fr;;34016294000019;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783284W;Ecole secondaire privée Cours Château;Collège;COLLEGE;HORS CONTRAT;Hors contrat;43 rue de Stalingrad;78500;Sartrouville;078;Yvelines;Ile-de-France;0130868666;administration@coursduchateau.com;;51431185100018;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783608Y;Ecole 2D degré général privée Cours Marie des Lys;Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;3 rue Jean Jacques Rousseau;78210;Saint-Cyr-l'Ecole;078;Yvelines;Ile-de-France;0633918544;frederouault@gmail.com;;53103034400034;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783647R;Ecole secondaire privée Bienheureux Charles de Foucauld;Collège;COLLEGE;HORS CONTRAT;Hors contrat;7 rue de Conde;78000;Versailles;078;Yvelines;Ile-de-France;0139532052;college@foucauld-versailles.fr;;80106811500022;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783666L;Ecole secondaire privée Cours Sainte Clotilde;Collège;COLLEGE;HORS CONTRAT;Hors contrat;41 rue René Dorme;78330;Fontenay-le-Fleury;078;Yvelines;Ile-de-France;0130584030;ainteclotilde@scholae-fanjeaux.org;;80786392300023;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783674V;Ecole secondaire privée Bilingue musulman Eva de Vitray;Collège;COLLEGE;HORS CONTRAT;Hors contrat;44 boulevard Georges Clémenceau;78200;Mantes-la-Jolie;078;Yvelines;Ile-de-France;0130927635;a.aoulad@ecole-evadevitray.fr;;81001016500019;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783727C;Ecole secondaire privée La Jonchère;Collège;COLLEGE;HORS CONTRAT;Hors contrat;18 avenue de la Jonchère C. Cial. Elysée Village;78170;La Celle-Saint-Cloud;078;Yvelines;Ile-de-France;0181931092;contact@lajonchere.org;;84817492600024;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783772B;Ecole secondaire privée Pilcalli;Collège;COLLEGE;HORS CONTRAT;Hors contrat;4 rue du Général Leclerc;78200;Buchelay;078;Yvelines;Ile-de-France;0664446049;ofelia@pilcalli.com;;85049422000013;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783810T;Ecole secondaire privée La Jonchère EIB Campus;Collège;COLLEGE;HORS CONTRAT;Hors contrat;Sente de Bournival;78170;La Celle-Saint-Cloud;078;Yvelines;Ile-de-France;0161303019;echaffaud@eibparis.fr;;84817492600024;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783825J;Ecole secondaire privée Montessori de Gargenville;Collège;COLLEGE;HORS CONTRAT;Hors contrat;50 bis rue Pasteur;78440;Gargenville;078;Yvelines;Ile-de-France;0613776282;celine.cherel@neuf.fr;;87944191300016;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783831R;Ecole secondaire privée NLC International School;Collège;COLLEGE;HORS CONTRAT;Hors contrat;25 rue de la Croix Blanche;78870;Bailly;078;Yvelines;Ile-de-France;0980610160;administration@nlc78.eu;;79479968400020;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783844E;Ecole secondaire privée Dans tes Pas;Collège;COLLEGE;HORS CONTRAT;Hors contrat;18 rue Jean de la Bruyère;78000;Versailles;078;Yvelines;Ile-de-France;0660638925;danstespas@yahoo.fr;;89233761900019;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0783870H;Ecole secondaire privée Cité Educative du Paris-Saint-Germain;Collège;COLLEGE;HORS CONTRAT;Hors contrat;100 rue de Grand Paris;78300;Poissy;078;Yvelines;Ile-de-France;0130875109;education@psg.fr;;44495899500037;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0932686P;Collège privé Malik Ibn Anas;Collège;COLLEGE;HORS CONTRAT;Hors contrat;17 allée Louis Bréguet;93420;Villepinte;093;Seine-Saint-Denis;Ile-de-France;0972581645;ce.0932686P@ac-creteil.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0932742A;Collège Al'Andalus;Collège;COLLEGE;HORS CONTRAT;Hors contrat;2 rue Jean-Baptiste Clément;93200;Saint-Denis;093;Seine-Saint-Denis;Ile-de-France;0954415407;ce.0932742A@ac-creteil.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0932799M;Lycée général privé La Plume de l'Education;Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;1 rue Eric Tabarly;93140;Bondy;093;Seine-Saint-Denis;Ile-de-France;0148474115;ce.0932799M@ac-creteil.fr;;80775035100023;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0932890L;Collège privé Lab School Montreuil;Collège;COLLEGE;HORS CONTRAT;Hors contrat;38 rue Parmentier;93100;Montreuil;093;Seine-Saint-Denis;Ile-de-France;0643964580;ce.0932890l@ac-creteil.fr;;82194487300024;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0942366L;Collège privé Sports études de Paris (SEDP);Collège;COLLEGE;HORS CONTRAT;Hors contrat;0 chemin DES MARMOUSETS;94510;La Queue-en-Brie;094;Val-de-Marne;Ile-de-France;0145939898;ce.0942366L@ac-creteil.fr;;53005595300026;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0942428D;Collège privé Ecole Enfance et Vie - Ohr Menahem;Collège;COLLEGE;HORS CONTRAT;Hors contrat;3 rue de la Fraternité;94350;Villiers-sur-Marne;094;Val-de-Marne;Ile-de-France;0658254133;ce.0942428D@ac-creteil.fr;;80879390500015;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0942439R;LGT privé Paris Football Club Academy;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;HORS CONTRAT;Hors contrat;16 bis rue du Docteur Calmette;94310;Orly;094;Val-de-Marne;Ile-de-France;0963684696;ce.0942439R@ac-creteil.fr;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0952222Z;Ecole secondaire privée Torah Or;Collège;COLLEGE;HORS CONTRAT;Hors contrat;4 rue Jean Lurcat;95200;Sarcelles;095;Val-d'Oise;Ile-de-France;0973584473;phazan@hotmail.fr;;83111242000011;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0542504D;Ecole Montetibou;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;HORS CONTRAT;Hors contrat;2 bis rue de la crédence;54600;Villers-lès-Nancy;054;Meurthe-et-Moselle;Grand Est;;secretariat@montetibou.org;;50354354800021;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0671619W;Ecole secondaire privée Michaël;Collège;COLLEGE;HORS CONTRAT;Hors contrat;2 quinquies rue du Schnokeloch;67200;Strasbourg;067;Bas-Rhin;Grand Est;0388301970;secretariat@ecolemichael.fr;;38471777300038;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0671634M;Ecole européenne de Beauté;Lycée;LYCEE PROFESSIONNEL;HORS CONTRAT;Hors contrat;3 rue de Turenne;67300;Schiltigheim;067;Bas-Rhin;Grand Est;0388332011;courrier@ecoledebeaute.org;;33054216800050;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0672519Z;Ecole secondaire privée Centre Eshel;Collège;COLLEGE;HORS CONTRAT;Hors contrat;23 rue Sellenick;67000;Strasbourg;067;Bas-Rhin;Grand Est;0388610412;eshelyechiva@gmail.com;;77886359700028;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0673126J;Lycée d'enseignement général privé Parenthèse;Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;3 rue de Phalsbourg;67000;Strasbourg;067;Bas-Rhin;Grand Est;0388616044;bureau@parenthese-strasbourg.fr;;83367730500033;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0673140Z;Collège privé Les Pinsons;Collège;COLLEGE;HORS CONTRAT;Hors contrat;13 rue du languedoc;67100;Strasbourg;067;Bas-Rhin;Grand Est;0625597964;f.peros@lespinsons67.fr;;84402244200033;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0673217H;Collège privé International School Strasbourg;Collège;COLLEGE;HORS CONTRAT;Hors contrat;7 rue de Soultz;67100;Strasbourg;067;Bas-Rhin;Grand Est;0978809410;janel.hooven@internationalschoolstrasbourg.com;;92275354600022;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0673221M;Lycée Ohel Sarah;Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;21 rue Sellenick;67000;Strasbourg;067;Bas-Rhin;Grand Est;0982651062;direction.ohelsarah@gmail.com;;89043161200013;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0681772G;Ecole secondaire privée Collège Daniel;Collège;COLLEGE;HORS CONTRAT;Hors contrat;15 avenue Foch;68500;Guebwiller;068;Haut-Rhin;Grand Est;0389743576;secretariat@etab-daniel.org;;33942079600023;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0682079R;Lycée d'enseignement général et technologique privé Institution Saint Jean;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;3 route de Bâle;68025;Colmar;068;Haut-Rhin;Grand Est;0389412718;ce.0682079r@ac-strasbourg.fr;;53329492200042;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0682145M;Collège Privé Mon école et moi;Collège;COLLEGE;HORS CONTRAT;Hors contrat;58 rue du Damberg;68350;Brunstatt-Didenheim;068;Haut-Rhin;Grand Est;0389060777;monecoleetmoibrunstatt@gmail.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0881749Y;Lycée Polyvalent privé Bienheureux Frassati;Lycée;LYCEE POLYVALENT;HORS CONTRAT;Hors contrat;50  RUE MONSEIGNEUR RODHAIN;88800;Mandres-sur-Vair;088;Vosges;Grand Est;0329098618;ce.0881749Y@ac-nancy-metz.fr;;49815062200021;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0912264S;Section d'enseignement général et professionnel adapté privé du collège Saint Charles;Collège;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;2 rue G. Anthonioz de Gaulle;91200;Athis-Mons;091;Essonne;Ile-de-France;0160487110;ce.0912264S@ac-versailles.fr;;;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0922912R;Ecole 2nd degré général privée- Ecole Diagonale - Supppletufe;Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;68 rue de Bellevue;92100;Boulogne-Billancourt;092;Hauts-de-Seine;Ile-de-France;;valerielauer@ecolediagonale.com;;34321946500055;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0922943Z;Ecole secondaire privée internationale Deutsche Schule Paris;Collège;COLLEGE;HORS CONTRAT;Hors contrat;18 rue Pasteur;92210;Saint-Cloud;092;Hauts-de-Seine;Ile-de-France;0146028568;info@idsp.fr;;75844745900013;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0922967A;Ecole secondaire privée Ecole Diagonale;Collège;COLLEGE;HORS CONTRAT;Hors contrat;48 rue de Sèvres;92100;Boulogne-Billancourt;092;Hauts-de-Seine;Ile-de-France;0974972477;valerielauer@ecolediagonale.com;;37959796600058;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0922977L;Ecole secondaire privée du Centre de référence pour l'évaluation neuropsychologique de l'enfant (CERENE);Collège;COLLEGE;HORS CONTRAT;Hors contrat;7 rue Joseph Monier;92500;Rueil-Malmaison;092;Hauts-de-Seine;Ile-de-France;0184209435;acceuil@cerene-education.fr;;60830344300107;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0923077V;Ecole 2D degré général privée Open Sky International;Lycée;LYCEE D ENSEIGNEMENT GENERAL;HORS CONTRAT;Hors contrat;7 rue Castéja;92100;Boulogne-Billancourt;092;Hauts-de-Seine;Ile-de-France;0145273756;admin@open-sky-intl.com;;;AKTO ou autre selon CCN — vérifier IDCC via SIRET;;;;
0080876J;Ecole primaire privée Sainte Anne;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;18 rue du Petit Bois;08000;Charleville-Mézières;008;Ardennes;Grand Est;0324333000;ce.0080876j@ac-reims.fr;;78025340700016;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0080883S;Ecole primaire privée Notre-Dame;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;10 rue THIERS;08300;Rethel;008;Ardennes;Grand Est;0324385170;ce.0080883s@ac-reims.fr;;78027971700018;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0080884T;Ecole primaire privée Sainte Thérèse;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT SIMPLE TOUTES CLASSES;Sous contrat;61 rue Jean Jaurès;08700;Nouzonville;008;Ardennes;Grand Est;0324533685;ce.0080884t@ac-reims.fr;;78027496500018;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0100750L;Ecole primaire privée Saint Loup;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;8 rue de la Goguette;10190;Mesnil-Saint-Loup;010;Aube;Grand Est;0325404573;ce.0100750l@ac-reims.fr;;78031819200033;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0100755S;Ecole primaire privée la Salle;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;26 rue Brulard;10000;Troyes;010;Aube;Grand Est;0325747689;ce.0100755s@ac-reims.fr;;78034848800039;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0100756T;Ecole primaire privée Saint Pierre;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;16 rue des Terrasses;10000;Troyes;010;Aube;Grand Est;0325732209;ce.0100756t@ac-reims.fr;;78035001300048;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0100759W;Ecole primaire privée Sainte Jule;Ecole;ECOLE DE NIVEAU ELEMENTAIRE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;5 rue Saint Antoine;10000;Troyes;010;Aube;Grand Est;0325762000;ce.0100759w@ac-reims.fr;;33107480700016;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0921484N;Lycée Montalembert;Lycée;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;238 boulevard Saint-Denis;92400;Courbevoie;092;Hauts-de-Seine;Ile-de-France;01 46 67 13 00;lycee@montalembert-courbevoie.fr;http://www.montalembert-courbevoie.com;78535510800016;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0753809H;Lycée privé Paul Claudel-d'Hulst;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;21 rue de Varenne;75007;Paris;075;Paris;Ile-de-France;01 45 48 34 67;info@paulclaudel-hulst.fr;https://paulclaudel-hulst.fr/;32010218900018;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0930965U;Lycée général privé Henri Matisse;Lycée;LYCEE D ENSEIGNEMENT GENERAL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;88 bis rue Jules Guesde;93100;Montreuil;093;Seine-Saint-Denis;Ile-de-France;01 45 28 44 70;ce.0930965U@ac-creteil.fr;http://www.henrimatisse.fr;78556627400029;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0930920V;Collège Sainte-Marie;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;7 rue Jean Chardavoine;93240;Stains;093;Seine-Saint-Denis;Ile-de-France;01 48 26 67 44;ce.0930920v@ac-creteil.fr;http://stemariestains.org/;78563812300048;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0950804H;Lycée professionnel de la communication et industries graphiques Notre famille;Lycée;LYCEE PROFESSIONNEL;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;2 rue des Pâtis;95520;Osny;095;Val-d'Oise;Ile-de-France;01 34 35 31 20;viescolaire@lpcig-notrefamille.fr;https://www.institutionsaintstanislas.fr/;40351492000012;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
0931846B;Collège Saint-Louis Blanche de Castille;Collège;COLLEGE;CONTRAT D'ASSOCIATION TOUTES CLASSES;Sous contrat;2 rue Alsace Lorraine;93250;Villemomble;093;Seine-Saint-Denis;Ile-de-France;01 48 54 32 55;stlouis-bdc.villemomble@93.scolanet.org;http://www.blanchedecastille.org;78564673800019;AKTO (CCN EPNL — IDCC 3218 probable, hors enseignants payés par État);;;;
